source_framework,source_control_id,target_framework,target_control_id,mapping_confidence
iso27001,A.5.1,nist_800_53,AC-16,medium
iso27001,A.5.1,nist_800_53,CA-1,high
iso27001,A.5.1,nist_800_53,MP-1,medium
iso27001,A.5.1,nist_800_53,MP-6,medium
iso27001,A.5.1,nist_800_53,PM-1,high
iso27001,A.5.1,nist_800_53,PM-9,high
iso27001,A.5.1,nist_800_53,PT-2,medium
iso27001,A.5.1,nist_800_53,PT-3,medium
iso27001,A.5.1,nist_800_53,RA-1,high
iso27001,A.5.1,nist_800_53,RA-3,high
iso27001,A.5.1,nist_800_53,SI-12,medium
iso27001,A.5.1,soc2,CC1.1,high
iso27001,A.5.1,soc2,CC1.2,high
iso27001,A.5.1,soc2,CC2.3,high
iso27001,A.5.10,nist_800_53,AT-2,high
iso27001,A.5.10,nist_800_53,AT-3,high
iso27001,A.5.10,nist_800_53,PS-1,high
iso27001,A.5.10,nist_800_53,PS-2,high
iso27001,A.5.10,nist_800_53,PS-3,high
iso27001,A.5.10,nist_800_53,PS-4,high
iso27001,A.5.10,nist_800_53,PS-6,high
iso27001,A.5.10,soc2,CC1.1,high
iso27001,A.5.11,nist_800_53,AT-2,high
iso27001,A.5.11,nist_800_53,AT-3,high
iso27001,A.5.11,nist_800_53,PS-1,high
iso27001,A.5.11,nist_800_53,PS-2,high
iso27001,A.5.11,nist_800_53,PS-3,high
iso27001,A.5.11,nist_800_53,PS-4,high
iso27001,A.5.11,nist_800_53,PS-6,high
iso27001,A.5.11,soc2,CC6.4,high
iso27001,A.5.12,nist_800_53,AC-16,medium
iso27001,A.5.12,nist_800_53,MP-1,medium
iso27001,A.5.12,nist_800_53,MP-6,medium
iso27001,A.5.12,nist_800_53,PE-13,medium
iso27001,A.5.12,nist_800_53,PE-14,medium
iso27001,A.5.12,nist_800_53,PE-2,medium
iso27001,A.5.12,nist_800_53,PE-3,medium
iso27001,A.5.12,nist_800_53,PE-6,medium
iso27001,A.5.12,nist_800_53,PT-2,medium
iso27001,A.5.12,nist_800_53,PT-3,medium
iso27001,A.5.12,nist_800_53,SI-12,medium
iso27001,A.5.12,soc2,C1.1,high
iso27001,A.5.12,soc2,CC2.1,high
iso27001,A.5.12,soc2,CC6.1,high
iso27001,A.5.14,nist_800_53,AC-16,medium
iso27001,A.5.14,nist_800_53,MP-1,medium
iso27001,A.5.14,nist_800_53,MP-6,medium
iso27001,A.5.14,nist_800_53,PT-2,medium
iso27001,A.5.14,nist_800_53,PT-3,medium
iso27001,A.5.14,nist_800_53,SI-12,medium
iso27001,A.5.14,soc2,A1.2,high
iso27001,A.5.14,soc2,C1.1,high
iso27001,A.5.14,soc2,CC2.1,high
iso27001,A.5.14,soc2,CC6.1,high
iso27001,A.5.14,soc2,CC6.5,high
iso27001,A.5.14,soc2,CC6.6,high
iso27001,A.5.14,soc2,CC6.7,high
iso27001,A.5.14,soc2,CC8.1,high
iso27001,A.5.14,soc2,PI1.4,high
iso27001,A.5.14,soc2,PI1.5,high
iso27001,A.5.15,nist_800_53,AC-2,high
iso27001,A.5.15,nist_800_53,AC-3,high
iso27001,A.5.15,nist_800_53,AC-6,high
iso27001,A.5.15,nist_800_53,IA-2,high
iso27001,A.5.15,nist_800_53,IA-5,high
iso27001,A.5.15,soc2,CC5.2,medium
iso27001,A.5.15,soc2,CC6.1,high
iso27001,A.5.15,soc2,CC6.6,high
iso27001,A.5.16,nist_800_53,AC-2,high
iso27001,A.5.16,nist_800_53,AC-3,high
iso27001,A.5.16,nist_800_53,AC-6,high
iso27001,A.5.16,nist_800_53,IA-2,high
iso27001,A.5.16,nist_800_53,IA-5,high
iso27001,A.5.16,soc2,CC5.2,high
iso27001,A.5.16,soc2,CC6.1,high
iso27001,A.5.16,soc2,CC6.6,high
iso27001,A.5.17,nist_800_53,AC-2,high
iso27001,A.5.17,nist_800_53,AC-3,high
iso27001,A.5.17,nist_800_53,AC-6,high
iso27001,A.5.17,nist_800_53,IA-2,high
iso27001,A.5.17,nist_800_53,IA-5,high
iso27001,A.5.17,soc2,CC6.1,high
iso27001,A.5.17,soc2,CC6.6,high
iso27001,A.5.18,nist_800_53,AC-2,high
iso27001,A.5.18,nist_800_53,AC-3,high
iso27001,A.5.18,nist_800_53,AC-6,high
iso27001,A.5.18,nist_800_53,IA-2,high
iso27001,A.5.18,nist_800_53,IA-5,high
iso27001,A.5.18,soc2,CC1.5,high
iso27001,A.5.18,soc2,CC6.2,high
iso27001,A.5.18,soc2,CC6.3,high
iso27001,A.5.19,nist_800_53,SA-9,medium
iso27001,A.5.19,nist_800_53,SR-2,medium
iso27001,A.5.19,nist_800_53,SR-3,medium
iso27001,A.5.19,nist_800_53,SR-5,medium
iso27001,A.5.19,nist_800_53,SR-6,medium
iso27001,A.5.19,nist_800_53,SR-8,medium
iso27001,A.5.19,soc2,CC1.1,medium
iso27001,A.5.19,soc2,CC1.3,medium
iso27001,A.5.19,soc2,CC1.4,medium
iso27001,A.5.19,soc2,CC2.1,medium
iso27001,A.5.19,soc2,CC2.2,medium
iso27001,A.5.19,soc2,CC2.3,medium
iso27001,A.5.19,soc2,CC3.3,medium
iso27001,A.5.19,soc2,CC3.4,medium
iso27001,A.5.19,soc2,CC9.1,medium
iso27001,A.5.19,soc2,CC9.2,medium
iso27001,A.5.19,soc2,P6.4,medium
iso27001,A.5.2,nist_800_53,AT-2,high
iso27001,A.5.2,nist_800_53,AT-3,high
iso27001,A.5.2,nist_800_53,CA-1,high
iso27001,A.5.2,nist_800_53,PM-1,high
iso27001,A.5.2,nist_800_53,PM-9,high
iso27001,A.5.2,nist_800_53,PS-1,high
iso27001,A.5.2,nist_800_53,PS-2,high
iso27001,A.5.2,nist_800_53,PS-3,high
iso27001,A.5.2,nist_800_53,PS-4,high
iso27001,A.5.2,nist_800_53,PS-6,high
iso27001,A.5.2,nist_800_53,RA-1,high
iso27001,A.5.2,nist_800_53,RA-3,high
iso27001,A.5.2,nist_800_53,SC-12,high
iso27001,A.5.2,nist_800_53,SC-13,high
iso27001,A.5.2,nist_800_53,SC-28,high
iso27001,A.5.2,nist_800_53,SC-8,high
iso27001,A.5.2,soc2,A1.2,low
iso27001,A.5.2,soc2,CC1.1,high
iso27001,A.5.2,soc2,CC1.2,high
iso27001,A.5.2,soc2,CC1.3,high
iso27001,A.5.2,soc2,CC1.4,high
iso27001,A.5.2,soc2,CC1.5,high
iso27001,A.5.2,soc2,CC2.1,high
iso27001,A.5.2,soc2,CC2.2,high
iso27001,A.5.2,soc2,CC2.3,high
iso27001,A.5.2,soc2,CC3.1,low
iso27001,A.5.2,soc2,CC3.2,low
iso27001,A.5.2,soc2,CC3.4,low
iso27001,A.5.2,soc2,CC4.1,low
iso27001,A.5.2,soc2,CC5.1,low
iso27001,A.5.2,soc2,CC5.3,high
iso27001,A.5.2,soc2,CC6.1,high
iso27001,A.5.2,soc2,CC6.6,high
iso27001,A.5.2,soc2,CC6.7,high
iso27001,A.5.2,soc2,CC7.4,high
iso27001,A.5.2,soc2,CC9.1,low
iso27001,A.5.2,soc2,CC9.2,high
iso27001,A.5.20,nist_800_53,AC-16,medium
iso27001,A.5.20,nist_800_53,MP-1,medium
iso27001,A.5.20,nist_800_53,MP-6,medium
iso27001,A.5.20,nist_800_53,PT-2,medium
iso27001,A.5.20,nist_800_53,PT-3,medium
iso27001,A.5.20,nist_800_53,SA-9,high
iso27001,A.5.20,nist_800_53,SC-8,low
iso27001,A.5.20,nist_800_53,SI-12,medium
iso27001,A.5.20,nist_800_53,SR-2,high
iso27001,A.5.20,nist_800_53,SR-3,high
iso27001,A.5.20,nist_800_53,SR-5,high
iso27001,A.5.20,nist_800_53,SR-6,high
iso27001,A.5.20,nist_800_53,SR-8,high
iso27001,A.5.20,soc2,CC1.1,medium
iso27001,A.5.20,soc2,CC1.3,medium
iso27001,A.5.20,soc2,CC2.2,medium
iso27001,A.5.20,soc2,CC2.3,medium
iso27001,A.5.20,soc2,CC6.1,medium
iso27001,A.5.20,soc2,CC9.1,medium
iso27001,A.5.20,soc2,CC9.2,medium
iso27001,A.5.20,soc2,P1.1,medium
iso27001,A.5.20,soc2,P6.1,medium
iso27001,A.5.20,soc2,P6.4,medium
iso27001,A.5.21,nist_800_53,SA-9,medium
iso27001,A.5.21,nist_800_53,SR-2,medium
iso27001,A.5.21,nist_800_53,SR-3,medium
iso27001,A.5.21,nist_800_53,SR-5,medium
iso27001,A.5.21,nist_800_53,SR-6,medium
iso27001,A.5.21,nist_800_53,SR-8,medium
iso27001,A.5.21,soc2,CC1.1,medium
iso27001,A.5.21,soc2,CC1.3,medium
iso27001,A.5.21,soc2,CC1.4,medium
iso27001,A.5.21,soc2,CC2.2,medium
iso27001,A.5.21,soc2,CC2.3,medium
iso27001,A.5.21,soc2,CC3.4,medium
iso27001,A.5.21,soc2,CC9.1,medium
iso27001,A.5.21,soc2,CC9.2,medium
iso27001,A.5.22,nist_800_53,SA-9,high
iso27001,A.5.22,nist_800_53,SR-2,high
iso27001,A.5.22,nist_800_53,SR-3,high
iso27001,A.5.22,nist_800_53,SR-5,high
iso27001,A.5.22,nist_800_53,SR-6,high
iso27001,A.5.22,nist_800_53,SR-8,high
iso27001,A.5.22,soc2,CC1.4,high
iso27001,A.5.22,soc2,CC2.1,medium
iso27001,A.5.22,soc2,CC3.4,high
iso27001,A.5.22,soc2,CC9.1,high
iso27001,A.5.22,soc2,CC9.2,high
iso27001,A.5.23,nist_800_53,AC-4,medium
iso27001,A.5.23,nist_800_53,CM-7,medium
iso27001,A.5.23,nist_800_53,SA-9,medium
iso27001,A.5.23,nist_800_53,SC-2,medium
iso27001,A.5.23,nist_800_53,SC-3,medium
iso27001,A.5.23,nist_800_53,SC-7,medium
iso27001,A.5.23,nist_800_53,SC-8,low
iso27001,A.5.23,nist_800_53,SR-2,medium
iso27001,A.5.23,nist_800_53,SR-3,medium
iso27001,A.5.23,nist_800_53,SR-5,medium
iso27001,A.5.23,nist_800_53,SR-6,medium
iso27001,A.5.23,nist_800_53,SR-8,medium
iso27001,A.5.23,soc2,CC1.1,medium
iso27001,A.5.23,soc2,CC1.3,medium
iso27001,A.5.23,soc2,CC2.2,medium
iso27001,A.5.23,soc2,CC2.3,medium
iso27001,A.5.23,soc2,CC6.1,medium
iso27001,A.5.23,soc2,CC9.2,medium
iso27001,A.5.24,nist_800_53,IR-4,high
iso27001,A.5.24,nist_800_53,IR-5,high
iso27001,A.5.24,nist_800_53,IR-6,high
iso27001,A.5.24,nist_800_53,IR-8,high
iso27001,A.5.24,soc2,A1.2,high
iso27001,A.5.24,soc2,CC1.1,high
iso27001,A.5.24,soc2,CC1.4,high
iso27001,A.5.24,soc2,CC2.2,high
iso27001,A.5.24,soc2,CC2.3,high
iso27001,A.5.24,soc2,CC3.3,high
iso27001,A.5.24,soc2,CC3.4,high
iso27001,A.5.24,soc2,CC7.3,high
iso27001,A.5.24,soc2,CC7.4,high
iso27001,A.5.24,soc2,CC9.1,high
iso27001,A.5.24,soc2,CC9.2,high
iso27001,A.5.25,nist_800_53,IR-4,high
iso27001,A.5.25,nist_800_53,IR-5,high
iso27001,A.5.25,nist_800_53,IR-6,high
iso27001,A.5.25,nist_800_53,IR-8,high
iso27001,A.5.25,soc2,A1.2,high
iso27001,A.5.25,soc2,CC2.2,high
iso27001,A.5.25,soc2,CC2.3,high
iso27001,A.5.25,soc2,CC7.3,high
iso27001,A.5.25,soc2,CC7.4,high
iso27001,A.5.26,nist_800_53,IR-4,high
iso27001,A.5.26,nist_800_53,IR-5,high
iso27001,A.5.26,nist_800_53,IR-6,high
iso27001,A.5.26,nist_800_53,IR-8,high
iso27001,A.5.26,soc2,A1.2,high
iso27001,A.5.26,soc2,CC2.2,high
iso27001,A.5.26,soc2,CC2.3,high
iso27001,A.5.26,soc2,CC7.3,high
iso27001,A.5.26,soc2,CC7.4,high
iso27001,A.5.27,nist_800_53,IR-4,high
iso27001,A.5.27,nist_800_53,IR-5,high
iso27001,A.5.27,nist_800_53,IR-6,high
iso27001,A.5.27,nist_800_53,IR-8,high
iso27001,A.5.27,soc2,CC1.1,high
iso27001,A.5.27,soc2,CC1.2,high
iso27001,A.5.27,soc2,CC1.5,high
iso27001,A.5.27,soc2,CC2.1,high
iso27001,A.5.27,soc2,CC2.2,high
iso27001,A.5.27,soc2,CC4.1,high
iso27001,A.5.27,soc2,CC4.2,high
iso27001,A.5.27,soc2,CC5.3,high
iso27001,A.5.28,nist_800_53,IR-4,high
iso27001,A.5.28,nist_800_53,IR-5,high
iso27001,A.5.28,nist_800_53,IR-6,high
iso27001,A.5.28,nist_800_53,IR-8,high
iso27001,A.5.28,soc2,A1.2,high
iso27001,A.5.28,soc2,CC2.2,high
iso27001,A.5.28,soc2,CC7.3,high
iso27001,A.5.28,soc2,CC7.4,high
iso27001,A.5.29,nist_800_53,CP-10,high
iso27001,A.5.29,nist_800_53,CP-2,high
iso27001,A.5.29,nist_800_53,CP-4,high
iso27001,A.5.29,nist_800_53,CP-9,high
iso27001,A.5.29,soc2,A1.2,high
iso27001,A.5.29,soc2,A1.3,medium
iso27001,A.5.29,soc2,CC3.2,medium
iso27001,A.5.29,soc2,CC5.2,medium
iso27001,A.5.29,soc2,CC7.4,high
iso27001,A.5.29,soc2,CC7.5,high
iso27001,A.5.29,soc2,CC8.1,high
iso27001,A.5.29,soc2,CC9.1,high
iso27001,A.5.29,soc2,P6.0,medium
iso27001,A.5.29,soc2,P6.1,medium
iso27001,A.5.29,soc2,P6.4,medium
iso27001,A.5.3,nist_800_53,AC-2,high
iso27001,A.5.3,nist_800_53,AC-3,high
iso27001,A.5.3,nist_800_53,AC-6,high
iso27001,A.5.3,nist_800_53,IA-2,high
iso27001,A.5.3,nist_800_53,IA-5,high
iso27001,A.5.3,soc2,CC5.1,high
iso27001,A.5.3,soc2,CC5.2,high
iso27001,A.5.3,soc2,CC6.1,high
iso27001,A.5.3,soc2,CC6.2,high
iso27001,A.5.3,soc2,CC6.3,high
iso27001,A.5.3,soc2,CC6.8,high
iso27001,A.5.30,nist_800_53,CP-10,medium
iso27001,A.5.30,nist_800_53,CP-2,medium
iso27001,A.5.30,nist_800_53,CP-4,medium
iso27001,A.5.30,nist_800_53,CP-9,medium
iso27001,A.5.30,soc2,A1.2,medium
iso27001,A.5.30,soc2,CC3.2,medium
iso27001,A.5.30,soc2,CC5.2,medium
iso27001,A.5.30,soc2,CC7.4,medium
iso27001,A.5.30,soc2,CC7.5,medium
iso27001,A.5.30,soc2,CC8.1,medium
iso27001,A.5.30,soc2,CC9.1,medium
iso27001,A.5.31,nist_800_53,AU-6,high
iso27001,A.5.31,nist_800_53,CA-1,high
iso27001,A.5.31,nist_800_53,CA-2,high
iso27001,A.5.31,nist_800_53,CA-7,high
iso27001,A.5.31,nist_800_53,PM-1,high
iso27001,A.5.31,nist_800_53,PM-14,high
iso27001,A.5.31,nist_800_53,PM-9,high
iso27001,A.5.31,nist_800_53,RA-1,high
iso27001,A.5.31,nist_800_53,RA-3,high
iso27001,A.5.31,soc2,CC1.5,high
iso27001,A.5.31,soc2,CC2.2,high
iso27001,A.5.31,soc2,CC2.3,high
iso27001,A.5.31,soc2,CC3.1,high
iso27001,A.5.31,soc2,CC5.2,high
iso27001,A.5.33,nist_800_53,AC-16,medium
iso27001,A.5.33,nist_800_53,MP-1,medium
iso27001,A.5.33,nist_800_53,MP-6,medium
iso27001,A.5.33,nist_800_53,PT-2,medium
iso27001,A.5.33,nist_800_53,PT-3,medium
iso27001,A.5.33,nist_800_53,SI-12,medium
iso27001,A.5.33,soc2,C1.1,high
iso27001,A.5.33,soc2,C1.2,high
iso27001,A.5.33,soc2,CC6.5,high
iso27001,A.5.33,soc2,P4.0,high
iso27001,A.5.33,soc2,P4.2,high
iso27001,A.5.33,soc2,P4.3,high
iso27001,A.5.33,soc2,PI1.5,high
iso27001,A.5.34,nist_800_53,AC-16,medium
iso27001,A.5.34,nist_800_53,MP-1,medium
iso27001,A.5.34,nist_800_53,MP-6,medium
iso27001,A.5.34,nist_800_53,PT-2,medium
iso27001,A.5.34,nist_800_53,PT-3,medium
iso27001,A.5.34,nist_800_53,SI-12,medium
iso27001,A.5.34,soc2,A1.2,medium
iso27001,A.5.34,soc2,C1.1,medium
iso27001,A.5.34,soc2,CC2.1,medium
iso27001,A.5.34,soc2,CC2.2,medium
iso27001,A.5.34,soc2,CC2.3,medium
iso27001,A.5.34,soc2,CC3.2,high
iso27001,A.5.34,soc2,CC5.2,high
iso27001,A.5.34,soc2,CC6.1,high
iso27001,A.5.34,soc2,CC6.5,medium
iso27001,A.5.34,soc2,CC6.7,medium
iso27001,A.5.34,soc2,CC8.1,high
iso27001,A.5.34,soc2,P1.1,high
iso27001,A.5.34,soc2,P3.1,high
iso27001,A.5.34,soc2,P4.0,high
iso27001,A.5.34,soc2,P4.1,high
iso27001,A.5.34,soc2,P5.0,medium
iso27001,A.5.34,soc2,P5.1,medium
iso27001,A.5.34,soc2,P5.2,medium
iso27001,A.5.34,soc2,P6.0,medium
iso27001,A.5.34,soc2,P6.1,medium
iso27001,A.5.34,soc2,P6.2,medium
iso27001,A.5.34,soc2,P6.3,medium
iso27001,A.5.34,soc2,P6.4,medium
iso27001,A.5.34,soc2,P6.7,high
iso27001,A.5.34,soc2,PI1.1,high
iso27001,A.5.34,soc2,PI1.4,medium
iso27001,A.5.34,soc2,PI1.5,medium
iso27001,A.5.35,nist_800_53,AU-6,high
iso27001,A.5.35,nist_800_53,CA-2,high
iso27001,A.5.35,nist_800_53,CA-7,high
iso27001,A.5.35,nist_800_53,PM-14,high
iso27001,A.5.35,nist_800_53,SA-9,medium
iso27001,A.5.35,nist_800_53,SC-12,high
iso27001,A.5.35,nist_800_53,SC-13,high
iso27001,A.5.35,nist_800_53,SC-28,high
iso27001,A.5.35,nist_800_53,SC-8,high
iso27001,A.5.35,nist_800_53,SR-2,medium
iso27001,A.5.35,nist_800_53,SR-3,medium
iso27001,A.5.35,nist_800_53,SR-5,medium
iso27001,A.5.35,nist_800_53,SR-6,medium
iso27001,A.5.35,nist_800_53,SR-8,medium
iso27001,A.5.35,soc2,CC1.1,high
iso27001,A.5.35,soc2,CC1.5,medium
iso27001,A.5.35,soc2,CC2.2,high
iso27001,A.5.35,soc2,CC2.3,high
iso27001,A.5.35,soc2,CC4.1,high
iso27001,A.5.35,soc2,CC4.2,high
iso27001,A.5.35,soc2,CC7.2,high
iso27001,A.5.35,soc2,CC9.1,medium
iso27001,A.5.35,soc2,CC9.2,medium
iso27001,A.5.35,soc2,P6.4,medium
iso27001,A.5.36,nist_800_53,AU-6,medium
iso27001,A.5.36,nist_800_53,CA-2,medium
iso27001,A.5.36,nist_800_53,CA-7,medium
iso27001,A.5.36,nist_800_53,PM-14,medium
iso27001,A.5.36,nist_800_53,SA-9,medium
iso27001,A.5.36,nist_800_53,SR-2,medium
iso27001,A.5.36,nist_800_53,SR-3,medium
iso27001,A.5.36,nist_800_53,SR-5,medium
iso27001,A.5.36,nist_800_53,SR-6,medium
iso27001,A.5.36,nist_800_53,SR-8,medium
iso27001,A.5.36,soc2,A1.2,medium
iso27001,A.5.36,soc2,CC1.1,medium
iso27001,A.5.36,soc2,CC1.5,medium
iso27001,A.5.36,soc2,CC2.2,medium
iso27001,A.5.36,soc2,CC2.3,medium
iso27001,A.5.36,soc2,CC3.1,medium
iso27001,A.5.36,soc2,CC3.2,medium
iso27001,A.5.36,soc2,CC4.1,medium
iso27001,A.5.36,soc2,CC4.2,medium
iso27001,A.5.36,soc2,CC7.2,medium
iso27001,A.5.36,soc2,CC7.3,medium
iso27001,A.5.36,soc2,CC9.1,medium
iso27001,A.5.36,soc2,CC9.2,medium
iso27001,A.5.36,soc2,P6.4,medium
iso27001,A.5.37,nist_800_53,AC-4,medium
iso27001,A.5.37,nist_800_53,CM-7,medium
iso27001,A.5.37,nist_800_53,SC-2,medium
iso27001,A.5.37,nist_800_53,SC-3,medium
iso27001,A.5.37,nist_800_53,SC-7,medium
iso27001,A.5.4,nist_800_53,AT-2,high
iso27001,A.5.4,nist_800_53,AT-3,high
iso27001,A.5.4,nist_800_53,PS-1,high
iso27001,A.5.4,nist_800_53,PS-2,high
iso27001,A.5.4,nist_800_53,PS-3,high
iso27001,A.5.4,nist_800_53,PS-4,high
iso27001,A.5.4,nist_800_53,PS-6,high
iso27001,A.5.4,soc2,CC1.1,high
iso27001,A.5.5,nist_800_53,IR-4,high
iso27001,A.5.5,nist_800_53,IR-5,high
iso27001,A.5.5,nist_800_53,IR-6,high
iso27001,A.5.5,nist_800_53,IR-8,high
iso27001,A.5.5,soc2,A1.2,medium
iso27001,A.5.5,soc2,CC2.2,high
iso27001,A.5.5,soc2,CC2.3,high
iso27001,A.5.5,soc2,CC7.3,high
iso27001,A.5.5,soc2,CC7.4,high
iso27001,A.5.5,soc2,CC7.5,high
iso27001,A.5.5,soc2,P6.3,high
iso27001,A.5.5,soc2,P6.6,high
iso27001,A.5.5,soc2,P6.7,high
iso27001,A.5.6,nist_800_53,CA-1,high
iso27001,A.5.6,nist_800_53,PM-1,high
iso27001,A.5.6,nist_800_53,PM-9,high
iso27001,A.5.6,nist_800_53,RA-1,high
iso27001,A.5.6,nist_800_53,RA-3,high
iso27001,A.5.6,soc2,CC2.2,high
iso27001,A.5.6,soc2,CC2.3,high
iso27001,A.5.7,nist_800_53,RA-5,medium
iso27001,A.5.7,nist_800_53,SI-2,medium
iso27001,A.5.7,nist_800_53,SI-3,medium
iso27001,A.5.7,nist_800_53,SI-5,medium
iso27001,A.5.7,soc2,CC3.2,medium
iso27001,A.5.7,soc2,CC3.3,medium
iso27001,A.5.7,soc2,CC3.4,medium
iso27001,A.5.7,soc2,CC8.1,medium
iso27001,A.5.7,soc2,CC9.1,medium
iso27001,A.5.7,soc2,CC9.2,medium
iso27001,A.5.8,nist_800_53,SA-11,medium
iso27001,A.5.8,nist_800_53,SA-3,medium
iso27001,A.5.8,nist_800_53,SA-8,medium
iso27001,A.5.8,nist_800_53,SC-8,medium
iso27001,A.5.8,nist_800_53,SI-10,medium
iso27001,A.5.8,soc2,CC2.3,medium
iso27001,A.5.8,soc2,CC5.2,medium
iso27001,A.5.8,soc2,PI1.2,medium
iso27001,A.5.8,soc2,PI1.3,medium
iso27001,A.5.9,nist_800_53,AC-16,medium
iso27001,A.5.9,nist_800_53,AC-19,medium
iso27001,A.5.9,nist_800_53,CM-6,medium
iso27001,A.5.9,nist_800_53,CM-8,medium
iso27001,A.5.9,nist_800_53,MP-1,medium
iso27001,A.5.9,nist_800_53,MP-6,medium
iso27001,A.5.9,nist_800_53,MP-7,medium
iso27001,A.5.9,nist_800_53,PE-13,high
iso27001,A.5.9,nist_800_53,PE-14,high
iso27001,A.5.9,nist_800_53,PE-2,high
iso27001,A.5.9,nist_800_53,PE-3,high
iso27001,A.5.9,nist_800_53,PE-6,high
iso27001,A.5.9,nist_800_53,PT-2,medium
iso27001,A.5.9,nist_800_53,PT-3,medium
iso27001,A.5.9,nist_800_53,SC-12,high
iso27001,A.5.9,nist_800_53,SC-13,high
iso27001,A.5.9,nist_800_53,SC-28,high
iso27001,A.5.9,nist_800_53,SC-7,medium
iso27001,A.5.9,nist_800_53,SC-8,high
iso27001,A.5.9,nist_800_53,SI-12,medium
iso27001,A.5.9,soc2,C1.1,high
iso27001,A.5.9,soc2,CC2.1,high
iso27001,A.5.9,soc2,CC6.1,high
iso27001,A.5.9,soc2,CC6.4,low
iso27001,A.6.1,nist_800_53,AT-2,high
iso27001,A.6.1,nist_800_53,AT-3,high
iso27001,A.6.1,nist_800_53,PS-1,high
iso27001,A.6.1,nist_800_53,PS-2,high
iso27001,A.6.1,nist_800_53,PS-3,high
iso27001,A.6.1,nist_800_53,PS-4,high
iso27001,A.6.1,nist_800_53,PS-6,high
iso27001,A.6.1,soc2,CC1.1,high
iso27001,A.6.1,soc2,CC1.2,high
iso27001,A.6.1,soc2,CC1.3,high
iso27001,A.6.1,soc2,CC1.4,high
iso27001,A.6.1,soc2,CC1.5,high
iso27001,A.6.1,soc2,CC2.2,high
iso27001,A.6.1,soc2,CC2.3,high
iso27001,A.6.1,soc2,CC3.3,high
iso27001,A.6.2,nist_800_53,AT-2,high
iso27001,A.6.2,nist_800_53,AT-3,high
iso27001,A.6.2,nist_800_53,PS-1,high
iso27001,A.6.2,nist_800_53,PS-2,high
iso27001,A.6.2,nist_800_53,PS-3,high
iso27001,A.6.2,nist_800_53,PS-4,high
iso27001,A.6.2,nist_800_53,PS-6,high
iso27001,A.6.2,soc2,CC1.1,high
iso27001,A.6.3,nist_800_53,AT-2,high
iso27001,A.6.3,nist_800_53,AT-3,high
iso27001,A.6.3,nist_800_53,PS-1,high
iso27001,A.6.3,nist_800_53,PS-2,high
iso27001,A.6.3,nist_800_53,PS-3,high
iso27001,A.6.3,nist_800_53,PS-4,high
iso27001,A.6.3,nist_800_53,PS-6,high
iso27001,A.6.3,soc2,CC1.4,high
iso27001,A.6.3,soc2,CC2.2,high
iso27001,A.6.5,nist_800_53,AT-2,high
iso27001,A.6.5,nist_800_53,AT-3,high
iso27001,A.6.5,nist_800_53,PS-1,high
iso27001,A.6.5,nist_800_53,PS-2,high
iso27001,A.6.5,nist_800_53,PS-3,high
iso27001,A.6.5,nist_800_53,PS-4,high
iso27001,A.6.5,nist_800_53,PS-6,high
iso27001,A.6.5,soc2,CC1.5,high
iso27001,A.6.5,soc2,CC6.2,high
iso27001,A.6.6,nist_800_53,AT-2,high
iso27001,A.6.6,nist_800_53,AT-3,high
iso27001,A.6.6,nist_800_53,PS-1,high
iso27001,A.6.6,nist_800_53,PS-2,high
iso27001,A.6.6,nist_800_53,PS-3,high
iso27001,A.6.6,nist_800_53,PS-4,high
iso27001,A.6.6,nist_800_53,PS-6,high
iso27001,A.6.6,soc2,CC1.5,high
iso27001,A.6.7,nist_800_53,AT-2,high
iso27001,A.6.7,nist_800_53,AT-3,high
iso27001,A.6.7,nist_800_53,PS-1,high
iso27001,A.6.7,nist_800_53,PS-2,high
iso27001,A.6.7,nist_800_53,PS-3,high
iso27001,A.6.7,nist_800_53,PS-4,high
iso27001,A.6.7,nist_800_53,PS-6,high
iso27001,A.6.8,nist_800_53,SC-12,medium
iso27001,A.6.8,nist_800_53,SC-13,medium
iso27001,A.6.8,nist_800_53,SC-28,medium
iso27001,A.6.8,nist_800_53,SC-8,medium
iso27001,A.6.8,soc2,CC6.1,medium
iso27001,A.7.1,nist_800_53,PE-13,high
iso27001,A.7.1,nist_800_53,PE-14,high
iso27001,A.7.1,nist_800_53,PE-2,high
iso27001,A.7.1,nist_800_53,PE-3,high
iso27001,A.7.1,nist_800_53,PE-6,high
iso27001,A.7.1,soc2,CC2.1,high
iso27001,A.7.1,soc2,CC6.1,high
iso27001,A.7.10,nist_800_53,AC-16,medium
iso27001,A.7.10,nist_800_53,MP-1,medium
iso27001,A.7.10,nist_800_53,MP-6,medium
iso27001,A.7.10,nist_800_53,PE-13,high
iso27001,A.7.10,nist_800_53,PE-14,high
iso27001,A.7.10,nist_800_53,PE-2,high
iso27001,A.7.10,nist_800_53,PE-3,high
iso27001,A.7.10,nist_800_53,PE-6,high
iso27001,A.7.10,nist_800_53,PT-2,medium
iso27001,A.7.10,nist_800_53,PT-3,medium
iso27001,A.7.10,nist_800_53,SI-12,medium
iso27001,A.7.10,soc2,C1.2,high
iso27001,A.7.10,soc2,CC6.5,high
iso27001,A.7.10,soc2,P4.3,high
iso27001,A.7.11,nist_800_53,PE-13,high
iso27001,A.7.11,nist_800_53,PE-14,high
iso27001,A.7.11,nist_800_53,PE-2,high
iso27001,A.7.11,nist_800_53,PE-3,high
iso27001,A.7.11,nist_800_53,PE-6,high
